,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,Kmeans_Clusters
6840,2020-9-18-15,Format6,336,250,84000,Inter228,Video,Mobile,Video,1111200,574210,551038,2991,998.89,0.35,649.28,0.5427937819170366,1.812742496887692,0.3339652290203945,0
6841,2020-9-3-11,Format3,480,70,33600,Inter227,App,Mobile,Video,664141,435976,416368,2062,999.11,0.35,649.42,0.4952349844368443,2.3995840218268456,0.48453443258971873,0
6842,2020-11-18-6,Format3,480,70,33600,Inter224,Web,Desktop,Video,600060,350910,340095,1435,999.37,0.35,649.59,0.42194092827004215,2.938502477249004,0.696425087108014,0
6843,2020-11-17-6,Format3,480,70,33600,Inter222,Video,Desktop,Video,608515,327334,315350,1443,999.38,0.35,649.6,0.45758680830822895,3.1691136832091327,0.6925710325710326,0
6844,2020-9-11-10,Format5,720,300,216000,Inter227,App,Mobile,Display,139228,88443,75522,9532,999.69,0.35,649.8,12.621487778395698,13.237069992849767,0.10487725556021822,4
6845,2020-10-1-5,Format4,120,600,72000,Inter220,Web,Mobile,Display,96011,66876,55807,8217,1000.14,0.35,650.09,14.723959359936925,17.921407708710376,0.12171595472800292,1
6846,2020-11-4-0,Format3,480,70,33600,Inter221,App,Mobile,Video,1179823,601366,580353,1960,1000.26,0.35,650.17,0.3377254877634819,1.7235372264811244,0.5103367346938775,0
6847,2020-11-16-2,Format5,720,300,216000,Inter227,App,Mobile,Video,184102,115824,95407,10654,1000.64,0.35,650.42,11.166895510811575,10.488119320385296,0.0939215318190351,4
6848,2020-9-17-6,Format5,720,300,216000,Inter228,Video,Mobile,Video,112404,78299,69822,10477,1000.76,0.35,650.5,15.00529918936725,14.333018246397984,0.09551970984060322,4
6849,2020-9-11-11,Format6,336,250,84000,Inter226,Web,Mobile,Video,897172,535077,522217,2088,1000.77,0.35,650.5,0.3998337855718983,1.9163872489788727,0.47929597701149423,0
6850,2020-10-5-22,Format3,480,70,33600,Inter229,Video,Desktop,Video,2734924,1017903,979260,4285,1001.21,0.35,650.79,0.4375753119702633,1.0224148847088619,0.23365460910151692,0
6851,2020-9-8-0,Format5,720,300,216000,Inter225,Video,Mobile,Video,141488,89310,79610,9963,1001.81,0.35,651.18,12.51475945233011,12.583971862831302,0.10055304627120344,4
6852,2020-9-23-0,Format5,720,300,216000,Inter223,Web,Mobile,Video,166892,100977,86552,9857,1002.23,0.35,651.45,11.388529438949996,11.579512893982809,0.10167698082580907,4
6853,2020-9-3-23,Format7,300,600,180000,Inter227,App,Mobile,Display,2570945,995913,931077,4237,1002.28,0.35,651.48,0.45506440391073993,1.0764738039925805,0.23655416568326645,0
6854,2020-11-4-23,Format3,480,70,33600,Inter224,Web,Desktop,Display,3285826,976567,911588,4297,1002.56,0.35,651.67,0.4713752265277735,1.0997950828663825,0.23331626716313705,0
6855,2020-10-26-2,Format1,300,250,75000,Inter224,Web,Desktop,Video,1105624,623069,612805,1383,1003.01,0.35,651.96,0.22568353717740555,1.6367523110940674,0.7252422270426608,0
6856,2020-9-16-1,Format1,300,250,75000,Inter221,App,Mobile,Display,1137974,654733,644031,1233,1003.05,0.35,651.99,0.19145041154851242,1.5574560851884458,0.8135036496350364,0
6857,2020-9-22-1,Format1,300,250,75000,Inter221,App,Mobile,Display,1166623,691320,680399,1258,1003.56,0.35,652.31,0.1848915121862319,1.4749580760700705,0.7977424483306835,0
6858,2020-9-22-23,Format5,720,300,216000,Inter229,Video,Desktop,Display,480484,167974,144612,14394,1004.09,0.35,652.66,9.953530827317234,6.9433380355710455,0.06975753786299847,4
6859,2020-9-18-12,Format5,720,300,216000,Inter223,Web,Mobile,Display,183843,110147,91326,10741,1004.14,0.35,652.69,11.76116330508289,10.995116396206996,0.09348663997765572,4
6860,2020-9-17-3,Format1,300,250,75000,Inter225,Video,Mobile,Display,809628,549123,530126,1376,1004.47,0.35,652.9,0.259560934570272,1.8947759589229731,0.7299927325581396,0
6861,2020-10-13-6,Format4,120,600,72000,Inter221,App,Mobile,Video,100087,72638,59643,8364,1005.06,0.35,653.29,14.023439464815654,16.851265026910113,0.12016499282639885,1
6862,2020-11-1-23,Format5,720,300,216000,Inter218,App,Mobile,Video,403543,141035,121926,17648,1005.65,0.35,653.67,14.474353296261667,8.248035693781475,0.05698379419764279,4
6863,2020-9-9-0,Format3,480,70,33600,Inter218,App,Mobile,Video,1788100,708370,656671,2692,1005.76,0.35,653.74,0.4099465333477495,1.5316041061657968,0.37361069836552746,0
6864,2020-11-16-2,Format1,300,250,75000,Inter221,App,Mobile,Display,1207671,596251,585114,1223,1006.02,0.35,653.91,0.20901909713320824,1.7193572534583006,0.8225838103025347,0
6865,2020-11-8-14,Format4,120,600,72000,inter230,Video,Mobile,Video,175592,114121,96674,16804,1006.07,0.35,653.95,17.382129631545194,10.406831205908517,0.05987086407998096,1
6866,2020-11-4-23,Format5,720,300,216000,Inter220,Web,Mobile,Display,321201,139495,119912,19204,1006.21,0.35,654.04,16.01507772366402,8.391236907065181,0.05239585503020204,4
6867,2020-11-1-23,Format3,480,70,33600,Inter228,Video,Mobile,Display,3345983,1021860,963799,4409,1006.59,0.35,654.28,0.45746052859569264,1.0443982614632303,0.22830347017464278,0
6868,2020-9-14-7,Format5,720,300,216000,Inter226,Web,Mobile,Display,163561,99351,88034,10676,1007.02,0.35,654.56,12.127132698730037,11.438989481336755,0.09432559010865492,4
6869,2020-9-8-22,Format5,720,300,216000,Inter226,Web,Mobile,Video,616383,179249,156483,16576,1007.14,0.35,654.64,10.59284395110012,6.436098489931814,0.06075892857142857,4
6870,2020-9-12-3,Format1,300,250,75000,Inter217,Web,Desktop,Video,846935,575052,556776,1390,1008.14,0.35,655.29,0.2496515654410391,1.8106743106743106,0.7252805755395684,0
6871,2020-10-13-9,Format5,720,300,216000,Inter222,Video,Desktop,Display,132437,92830,78492,10650,1008.63,0.35,655.61,13.568261733679865,12.850099373184529,0.09470704225352113,4
6872,2020-9-3-4,Format4,120,600,72000,Inter224,Web,Desktop,Display,74978,54680,46231,6930,1008.71,0.35,655.66,14.989941813934374,21.818909389803377,0.14555699855699855,1
6873,2020-9-18-4,Format4,120,600,72000,Inter225,Video,Mobile,Video,70720,56723,48121,7024,1008.96,0.35,655.82,14.596537894058729,20.967145321169554,0.14364464692482917,1
6874,2020-10-30-5,Format4,120,600,72000,Inter228,Video,Mobile,Display,86097,68265,51323,6844,1009.34,0.35,656.07,13.335151881222842,19.666426358552695,0.14747808299240212,1
6875,2020-9-2-0,Format3,480,70,33600,Inter228,Video,Mobile,Video,1853931,772970,731601,2921,1009.77,0.35,656.35,0.39926134600690816,1.3802195459000193,0.34569325573433757,0
6876,2020-9-14-4,Format1,300,250,75000,Inter222,Video,Desktop,Video,851286,553866,537726,1374,1010.12,0.35,656.58,0.2555204695328104,1.8785031781985622,0.7351673944687045,0
6877,2020-9-14-1,Format5,720,300,216000,Inter227,App,Mobile,Video,197564,120920,104211,8761,1010.12,0.35,656.58,8.40698198846571,9.693026647858671,0.11529734048624586,4
6878,2020-9-12-13,Format3,480,70,33600,Inter229,Video,Desktop,Display,840158,506451,490224,2439,1010.31,0.35,656.7,0.4975276608244395,2.0609150102810143,0.4142312423124231,0
6879,2020-9-6-6,Format3,480,70,33600,Inter218,App,Mobile,Display,1087663,476209,443792,2363,1011.51,0.35,657.48,0.5324566463568519,2.279243429354292,0.4280617858654253,0
6880,2020-10-8-9,Format5,720,300,216000,Inter226,Web,Mobile,Video,139333,85080,71309,9571,1011.56,0.35,657.51,13.421868207379154,14.185586672089077,0.10569010552711315,4
6881,2020-9-20-5,Format6,336,250,84000,inter230,Video,Mobile,Video,73053,59998,50658,7156,1011.74,0.35,657.63,14.126100517193729,19.971968889415294,0.14138345444382336,1
6882,2020-9-23-5,Format4,120,600,72000,Inter229,Video,Desktop,Display,74354,59235,49907,6884,1012.81,0.35,658.32,13.793656200532991,20.293946740938143,0.14712521789657176,1
6883,2020-10-27-1,Format5,720,300,216000,Inter222,Video,Desktop,Display,233686,129997,110165,10355,1013.04,0.35,658.48,9.39953705804929,9.195661053873735,0.09783099951714147,4
6884,2020-9-12-12,Format3,480,70,33600,Inter222,Video,Desktop,Video,833712,480755,465454,2404,1013.13,0.35,658.53,0.5164849802558362,2.176649035135588,0.4214351081530782,0
6885,2020-9-17-11,Format3,480,70,33600,Inter219,Video,Desktop,Display,883751,518136,499895,2334,1013.63,0.35,658.86,0.46689804859020395,2.0276858140209444,0.43428877463581833,0
6886,2020-10-8-6,Format4,120,600,72000,Inter224,Web,Desktop,Video,105372,70732,59418,8039,1014.98,0.35,659.74,13.52957016392339,17.08202901477667,0.12625699713894764,1
6887,2020-9-17-10,Format5,720,300,216000,Inter225,Video,Mobile,Display,142014,95450,83566,12509,1015.07,0.35,659.8,14.969006533757748,12.14692578321327,0.08114717403469503,4
6888,2020-9-7-4,Format1,300,250,75000,Inter224,Web,Desktop,Video,811732,563589,541158,1364,1015.32,0.35,659.96,0.2520520809079788,1.876198818090096,0.7443695014662757,0
6889,2020-9-17-11,Format5,720,300,216000,Inter217,Web,Desktop,Display,177940,106534,90141,10822,1015.34,0.35,659.97,12.005635615313787,11.263908765156811,0.09382184439105526,4
6890,2020-10-9-1,Format5,720,300,216000,Inter220,Web,Mobile,Display,220823,124177,106540,9822,1015.39,0.35,660.0,9.219072648770416,9.530598836117889,0.10337914884952148,4
6891,2020-11-5-13,Format3,480,70,33600,Inter224,Web,Desktop,Video,1101911,563649,543961,2636,1016.65,0.35,660.83,0.4845935646121689,1.8689759008458326,0.3856790591805766,0
6892,2020-9-18-0,Format3,480,70,33600,Inter217,Web,Desktop,Display,1710241,671866,627262,2830,1016.69,0.35,660.85,0.45116713590174445,1.6208378636040444,0.35925441696113075,0
6893,2020-10-25-0,Format3,480,70,33600,Inter225,Video,Mobile,Video,1125498,646862,624117,2021,1016.85,0.35,660.95,0.32381748934895216,1.6292618211008514,0.503142008906482,0
6894,2020-9-25-5,Format1,300,250,75000,Inter222,Video,Desktop,Display,879520,478504,469498,1119,1017.71,0.35,661.51,0.2383396734384385,2.167655666264819,0.9094816800714924,0
6895,2020-9-16-12,Format3,480,70,33600,Inter229,Video,Desktop,Display,972039,512672,494292,2603,1017.76,0.35,661.54,0.526611800312366,2.0590258389777705,0.3909950057625816,0
6896,2020-11-4-11,Format4,120,600,72000,Inter228,Video,Mobile,Video,88736,69567,58163,11242,1017.97,0.35,661.68,19.32843904200265,17.502020184653475,0.09055061376979186,1
6897,2020-9-5-1,Format5,720,300,216000,Inter227,App,Mobile,Display,137626,91846,80634,7698,1018.21,0.35,661.84,9.546841282833544,12.627551653148796,0.13226942062873473,4
6898,2020-10-8-23,Format5,720,300,216000,Inter217,Web,Desktop,Video,529745,176563,152006,16543,1018.53,0.35,662.04,10.883123034617055,6.700590766153968,0.061568639303632954,4
6899,2020-10-12-16,Format6,336,250,84000,Inter225,Video,Mobile,Video,365938,149411,118212,13439,1019.07,0.35,662.4,11.36855818360234,8.620698406253172,0.07582930277550413,4
6900,2020-9-11-0,Format6,336,250,84000,Inter218,App,Mobile,Display,118224,80008,71453,8208,1019.82,0.35,662.89,11.487271353197206,14.272598771220244,0.12424707602339181,4
6901,2020-9-8-22,Format3,480,70,33600,Inter225,Video,Mobile,Video,2305223,992661,942543,3541,1019.94,0.35,662.96,0.37568577773109557,1.0821150865265563,0.28803727760519626,0
6902,2020-10-28-5,Format4,120,600,72000,inter230,Video,Mobile,Video,82292,60774,49823,7045,1020.73,0.35,663.47,14.140055797523232,20.487124420448385,0.14488715400993613,1
6903,2020-11-23-23,Format3,480,70,33600,Inter224,Web,Desktop,Video,3177874,1142644,1084746,4004,1020.87,0.35,663.57,0.3691186692552911,0.9411143253812413,0.25496253746253744,0
6904,2020-9-18-23,Format5,720,300,216000,Inter226,Web,Mobile,Display,397132,164170,139275,13254,1021.21,0.35,663.79,9.516424340333872,7.332328127804703,0.07704919269654444,4
6905,2020-10-7-22,Format3,480,70,33600,Inter228,Video,Mobile,Video,2691439,1064737,1026398,4337,1021.49,0.35,663.97,0.42254564019025764,0.9952182291859493,0.2355291676273922,0
6906,2020-9-16-22,Format3,480,70,33600,Inter220,Web,Mobile,Video,2241179,955445,920280,3597,1021.63,0.35,664.06,0.39085930369018124,1.1101295257964967,0.28402279677509035,0
6907,2020-9-11-4,Format1,300,250,75000,inter230,Video,Mobile,Display,863130,553832,539740,1489,1021.96,0.35,664.27,0.27587356875532665,1.8934301700818912,0.6863398253861652,0
6908,2020-10-5-23,Format3,480,70,33600,Inter222,Video,Desktop,Display,3643538,955110,872643,5228,1022.2,0.35,664.43,0.5990995172137976,1.1713839450955317,0.19552410099464423,0
6909,2020-10-13-10,Format5,720,300,216000,Inter223,Web,Mobile,Video,160717,95858,76001,9659,1022.22,0.35,664.44,12.709043302061815,13.450086183076538,0.10583083134900094,4
6910,2020-10-18-2,Format5,720,300,216000,Inter218,App,Mobile,Video,153300,108226,88031,7720,1022.31,0.35,664.5,8.769637968442936,11.61306812372914,0.13242357512953368,4
6911,2020-10-2-3,Format1,300,250,75000,Inter220,Web,Mobile,Video,1047185,675281,653232,1529,1022.92,0.35,664.9,0.2340669165013349,1.5659367575379037,0.6690124264224984,0
6912,2020-11-1-23,Format5,720,300,216000,Inter219,Video,Desktop,Display,583884,162167,134407,16039,1023.43,0.35,665.23,11.93315824324626,7.614409963766768,0.06380884095018392,4
6913,2020-10-27-1,Format3,480,70,33600,Inter224,Web,Desktop,Video,1547326,619621,582129,2275,1023.64,0.35,665.37,0.3908068486538207,1.758441857388998,0.44995164835164836,0
6914,2020-9-18-23,Format3,480,70,33600,Inter229,Video,Desktop,Video,2674697,912732,853009,4787,1023.83,0.35,665.49,0.5611898584891836,1.2002569726696906,0.2138771673281805,0
6915,2020-10-28-6,Format3,480,70,33600,Inter223,Web,Mobile,Video,1190843,529500,496167,2153,1023.91,0.35,665.54,0.4339264803987367,2.0636398631912236,0.47557361820715277,0
6916,2020-11-9-7,Format4,120,600,72000,Inter217,Web,Desktop,Display,94071,71281,60684,12546,1024.13,0.35,665.68,20.67431283369587,16.876441895722103,0.0816300015941336,1
6917,2020-11-3-6,Format4,120,600,72000,Inter228,Video,Mobile,Display,106830,69668,58727,7783,1024.14,0.35,665.69,13.252847923442367,17.438997394724744,0.1315867917255557,1
6918,2020-11-4-21,Format4,120,600,72000,Inter227,App,Mobile,Display,199700,121699,101505,18644,1024.2,0.35,665.73,18.367568100093592,10.090143342692478,0.05493456339841236,1
6919,2020-9-28-1,Format5,720,300,216000,Inter227,App,Mobile,Display,130691,90288,79406,9406,1024.96,0.35,666.22,11.845452484698889,12.907840717326147,0.10896874335530513,4
6920,2020-9-11-10,Format5,720,300,216000,Inter218,App,Mobile,Display,117733,81484,71908,11496,1025.09,0.35,666.31,15.987094620904488,14.255576570061745,0.08916927627000695,4
6921,2020-9-19-5,Format4,120,600,72000,Inter218,App,Mobile,Display,76710,59590,51057,7307,1025.57,0.35,666.62,14.31145582388311,20.086765771588617,0.14035445463254412,1
6922,2020-10-7-4,Format1,300,250,75000,Inter218,App,Mobile,Display,995907,627961,611211,1471,1025.9,0.35,666.83,0.24066975234411686,1.6784711008146125,0.6974167233174712,0
6923,2020-9-30-6,Format5,720,300,216000,Inter219,Video,Desktop,Display,96415,78499,68733,11144,1026.51,0.35,667.23,16.21346369284041,14.934747501200297,0.0921132447954056,4
6924,2020-10-8-11,Format5,720,300,216000,inter230,Video,Mobile,Video,164290,94604,78592,10175,1026.59,0.35,667.29,12.946610342019543,13.062270969055373,0.10089336609336609,4
6925,2020-10-28-4,Format1,300,250,75000,Inter219,Video,Desktop,Video,894878,565117,550587,1423,1026.74,0.35,667.38,0.2584514345598425,1.8648097394235605,0.7215319747013352,0
6926,2020-9-23-3,Format1,300,250,75000,Inter221,App,Mobile,Display,904444,605371,584879,1352,1027.08,0.35,667.6,0.23115892346964073,1.7560555260147823,0.7596745562130177,0
6927,2020-9-30-4,Format1,300,250,75000,Inter217,Web,Desktop,Video,905444,589600,567557,1563,1027.28,0.35,667.73,0.2753908418009116,1.8100032243457485,0.6572488803582853,0
6928,2020-10-13-13,Format3,480,70,33600,Inter229,Video,Desktop,Video,1113859,545875,521901,2670,1027.37,0.35,667.79,0.5115912788057505,1.9685151015230855,0.3847827715355805,0
6929,2020-10-1-3,Format1,300,250,75000,Inter225,Video,Mobile,Video,1016457,656854,636138,1598,1027.63,0.35,667.96,0.25120335524681753,1.6154199246075538,0.643072590738423,0
6930,2020-9-25-6,Format5,720,300,216000,Inter224,Web,Desktop,Video,99612,68837,59623,8054,1027.69,0.35,668.0,13.508209918990993,17.236469147812087,0.12759995033523716,4
6931,2020-11-18-6,Format6,336,250,84000,Inter217,Web,Desktop,Video,90400,66057,58464,10464,1027.87,0.35,668.11,17.898193760262725,17.581246579091406,0.09822916666666666,4
6932,2020-11-2-16,Format5,720,300,216000,Inter227,App,Mobile,Video,504153,166628,137407,17650,1027.96,0.35,668.17,12.84505156214749,7.481132693385344,0.05824135977337111,4
6933,2020-10-6-8,Format6,336,250,84000,Inter226,Web,Mobile,Display,177252,106549,92212,11855,1028.01,0.35,668.21,12.856244306597839,11.148332104281439,0.08671530999578236,4
6934,2020-10-31-14,Format5,720,300,216000,Inter219,Video,Desktop,Video,234778,127126,101919,12420,1028.07,0.35,668.25,12.186147823271423,10.087128013422424,0.08277536231884057,4
6935,2020-9-20-14,Format5,720,300,216000,Inter218,App,Mobile,Video,296011,136945,115780,13341,1028.68,0.35,668.64,11.522715494904128,8.884781482121264,0.07710666366839068,4
6936,2020-10-3-6,Format5,720,300,216000,Inter228,Video,Mobile,Display,103970,79447,69967,11734,1028.87,0.35,668.77,16.770763359869655,14.705075249760599,0.08768280211351627,4
6937,2020-9-4-22,Format5,720,300,216000,Inter220,Web,Mobile,Display,399154,141327,124177,16356,1029.25,0.35,669.02,13.171521296214275,8.288571957769957,0.0629279775006114,4
6938,2020-10-20-4,Format1,300,250,75000,Inter218,App,Mobile,Video,833653,558110,534701,1484,1029.32,0.35,669.06,0.2775382877533425,1.925038479449262,0.6936118598382749,0
6939,2020-10-7-5,Format4,120,600,72000,inter230,Video,Mobile,Display,102137,71472,60054,8518,1029.46,0.35,669.15,14.183901155626602,17.142238651879975,0.12085700868748533,1
6940,2020-9-26-5,Format1,300,250,75000,Inter224,Web,Desktop,Display,831144,475510,466975,1054,1029.54,0.35,669.2,0.22570801434766313,2.204700465763692,0.9767931688804554,0
6941,2020-9-16-4,Format4,120,600,72000,Inter219,Video,Desktop,Display,70730,57489,48665,6938,1029.74,0.35,669.33,14.256652625089899,21.15976574540224,0.1484202940328625,1
6942,2020-9-8-1,Format1,300,250,75000,Inter220,Web,Mobile,Display,1090271,669847,657431,1309,1029.79,0.35,669.36,0.19910834749198017,1.5663849133977557,0.7866997708174178,0
6943,2020-9-2-22,Format5,720,300,216000,Inter220,Web,Mobile,Display,572605,178160,152659,17171,1030.16,0.35,669.61,11.247944765785181,6.748111804741287,0.059994176227360085,4
6944,2020-11-21-6,Format7,300,600,180000,Inter222,Video,Desktop,Display,607459,329166,317330,1504,1030.23,0.35,669.65,0.4739545583462011,3.246557211735418,0.6849933510638297,0
6945,2020-10-22-13,Format3,480,70,33600,Inter227,App,Mobile,Video,1004512,522665,501203,2448,1030.62,0.35,669.9,0.4884248498113539,2.056292560100398,0.4210049019607843,0
6946,2020-10-1-6,Format5,720,300,216000,Inter218,App,Mobile,Display,103153,79351,69456,11484,1030.94,0.35,670.11,16.534208707671045,14.843066113798665,0.08977185649599444,4
6947,2020-10-14-5,Format4,120,600,72000,Inter218,App,Mobile,Display,84038,59606,49049,7406,1031.08,0.35,670.2,15.099186527757958,21.021427552039796,0.13922225222792328,1
6948,2020-11-23-6,Format3,480,70,33600,Inter228,Video,Mobile,Display,984867,460041,432949,1815,1031.13,0.35,670.23,0.41921796793617727,2.381643103460223,0.568115702479339,0
6949,2020-10-23-23,Format5,720,300,216000,Inter228,Video,Mobile,Display,320326,140743,121006,16336,1031.36,0.35,670.39,13.500157017007423,8.523213724939257,0.06313418217433887,4
6950,2020-10-25-23,Format3,480,70,33600,Inter227,App,Mobile,Video,3234966,1042240,972845,4732,1031.5,0.35,670.48,0.4864084206631067,1.0602922356593292,0.2179839391377853,0
6951,2020-11-1-4,Format1,300,250,75000,Inter226,Web,Mobile,Video,979256,618837,600030,1521,1031.91,0.35,670.74,0.25348732563371834,1.7197640117994102,0.6784418145956608,0
6952,2020-10-21-23,Format6,336,250,84000,Inter224,Web,Desktop,Video,313803,131139,113048,14090,1031.99,0.35,670.79,12.46373221994197,9.128777156606043,0.07324272533711852,4
6953,2020-11-16-6,Format3,480,70,33600,Inter225,Video,Mobile,Display,953633,422301,398194,1863,1032.35,0.35,671.03,0.4678623987302672,2.5925805009618426,0.5541331186258722,0
6954,2020-10-30-14,Format4,120,600,72000,Inter224,Web,Desktop,Video,65538,55245,46049,11910,1032.39,0.35,671.05,25.86375382744468,22.419379356772136,0.08668261964735517,1
6955,2020-11-9-16,Format5,720,300,216000,Inter228,Video,Mobile,Display,492102,168627,136893,17089,1032.68,0.35,671.24,12.48347249311506,7.543702015442719,0.06042951606296448,4
6956,2020-11-6-15,Format4,120,600,72000,Inter228,Video,Mobile,Display,84002,70271,57806,12288,1033.1,0.35,671.52,21.25730892986887,17.871847213092064,0.08407389322916665,1
6957,2020-10-8-15,Format3,480,70,33600,Inter220,Web,Mobile,Video,1164606,559704,538853,2957,1033.34,0.35,671.67,0.548758195648906,1.9176658569220175,0.34945552925262086,0
6958,2020-9-21-22,Format6,336,250,84000,Inter220,Web,Mobile,Video,2309320,1018707,977040,3968,1033.4,0.35,671.71,0.4061246213051666,1.0576844346188488,0.2604334677419355,0
6959,2020-10-30-1,Format5,720,300,216000,Inter223,Web,Mobile,Display,187685,116862,98516,10548,1033.73,0.35,671.92,10.706890251329733,10.493016362824314,0.09800246492226014,4
6960,2020-9-25-23,Format5,720,300,216000,Inter226,Web,Mobile,Video,330614,154173,123861,17163,1034.07,0.35,672.15,13.856661903262529,8.348632741540921,0.060249956301345914,4
6961,2020-9-19-3,Format1,300,250,75000,Inter218,App,Mobile,Display,859764,591371,571035,1385,1035.1,0.35,672.81,0.24254205083751434,1.8126734788585637,0.7473646209386281,0
6962,2020-10-23-1,Format5,720,300,216000,Inter227,App,Mobile,Video,200181,117259,99859,9214,1035.17,0.35,672.86,9.227010084218747,10.366316506273845,0.11234751465161712,4
6963,2020-11-20-0,Format7,300,600,180000,Inter223,Web,Mobile,Display,1053057,584736,565332,1795,1035.61,0.35,673.15,0.3175125413031635,1.8318616317491312,0.576941504178273,0
6964,2020-9-5-6,Format5,720,300,216000,Inter221,App,Mobile,Video,97649,70609,63421,9259,1035.98,0.35,673.39,14.599265227605999,16.334967912836444,0.11188897289124096,4
6965,2020-9-21-22,Format5,720,300,216000,Inter229,Video,Desktop,Video,450785,166899,143873,18414,1036.31,0.35,673.6,12.798787819813306,7.202949823802936,0.05627837514934289,4
6966,2020-11-4-4,Format1,300,250,75000,Inter229,Video,Desktop,Display,991383,580503,565328,1481,1037.07,0.35,674.1,0.26197181105482126,1.8344571646902328,0.7002498311951384,0
6967,2020-11-8-17,Format5,720,300,216000,inter230,Video,Mobile,Video,506993,172949,135494,17316,1037.45,0.35,674.34,12.7799016930639,7.656796610920041,0.05991279741279742,4
6968,2020-11-1-6,Format3,480,70,33600,Inter222,Video,Desktop,Video,1057484,449457,422051,2041,1037.54,0.35,674.4,0.4835908456560937,2.458328495845289,0.5083488486036256,0
6969,2020-11-24-1,Format6,336,250,84000,Inter222,Video,Desktop,Display,1398334,626160,592548,1956,1038.04,0.35,674.73,0.330099840012961,1.7518243247804397,0.5306952965235173,0
6970,2020-9-2-4,Format4,120,600,72000,Inter223,Web,Mobile,Video,72218,59719,50477,7510,1038.31,0.35,674.9,14.878063276343681,20.56996255720427,0.13825699067909453,1
6971,2020-11-3-3,Format1,300,250,75000,Inter222,Video,Desktop,Display,1169119,686297,667661,1588,1038.42,0.35,674.97,0.2378452538039514,1.5553102547550328,0.6539168765743073,0
6972,2020-10-8-23,Format3,480,70,33600,Inter219,Video,Desktop,Video,3101364,961731,891296,4497,1038.51,0.35,675.03,0.5045461889204035,1.1651684737730226,0.2309339559706471,0
6973,2020-9-18-4,Format1,300,250,75000,Inter229,Video,Desktop,Video,850381,559014,541080,1275,1039.45,0.35,675.64,0.23563983144821468,1.9210652768537002,0.8152549019607843,0
6974,2020-9-22-22,Format3,480,70,33600,Inter227,App,Mobile,Display,2458316,1128013,1084806,4025,1040.23,0.35,676.15,0.3710340835135499,0.9589087818467081,0.25844223602484473,0
6975,2020-10-31-23,Format5,720,300,216000,Inter223,Web,Mobile,Video,422953,152832,131245,19677,1040.29,0.35,676.19,14.992571145567451,7.9263210027048645,0.05286832342328607,4
6976,2020-9-26-23,Format3,480,70,33600,Inter228,Video,Mobile,Display,2861180,973724,879180,4808,1040.33,0.35,676.21,0.5468732227757683,1.1832957983575605,0.21637479201331114,0
6977,2020-9-1-22,Format3,480,70,33600,Inter220,Web,Mobile,Video,2027395,1080586,1019429,3624,1040.65,0.35,676.42,0.3554931240920162,1.020816555149991,0.2871550772626932,0
6978,2020-9-17-1,Format1,300,250,75000,Inter226,Web,Mobile,Display,1113603,656750,644158,1240,1040.65,0.35,676.42,0.1924993557481239,1.615519794832945,0.839233870967742,0
6979,2020-9-24-5,Format6,336,250,84000,Inter225,Video,Mobile,Display,79429,58554,49631,7459,1040.69,0.35,676.45,15.028913380749934,20.96854788337934,0.13952138356348037,1
6980,2020-9-18-10,Format3,480,70,33600,Inter222,Video,Desktop,Display,880618,492914,474006,2510,1040.76,0.35,676.49,0.5295291620781172,2.195668409260642,0.4146454183266932,0
6981,2020-9-8-3,Format6,336,250,84000,Inter220,Web,Mobile,Video,825690,567735,547154,1365,1040.8,0.35,676.52,0.24947272614291405,1.9022066913519777,0.7624908424908424,0
6982,2020-9-18-3,Format1,300,250,75000,Inter225,Video,Mobile,Video,831605,563540,544727,1358,1040.81,0.35,676.53,0.24929919023657723,1.9107002223131955,0.7664285714285713,0
6983,2020-11-9-15,Format5,720,300,216000,Inter224,Web,Desktop,Display,492699,170959,138021,16805,1040.91,0.35,676.59,12.175683410495504,7.541678440237356,0.06194049390062482,4
6984,2020-10-7-23,Format5,720,300,216000,Inter224,Web,Desktop,Video,333093,143449,125714,15518,1041.07,0.35,676.7,12.343891690662934,8.281257457403312,0.06708789792499033,4
6985,2020-9-17-10,Format5,720,300,216000,Inter220,Web,Mobile,Display,181399,110714,93815,11320,1041.68,0.35,677.09,12.066300698182593,11.103554868624421,0.09202120141342757,4
6986,2020-9-10-3,Format1,300,250,75000,Inter227,App,Mobile,Video,870865,587266,569149,1453,1041.72,0.35,677.12,0.2552934293128864,1.8303115704323472,0.7169442532690984,0
6987,2020-10-18-6,Format5,720,300,216000,Inter220,Web,Mobile,Display,78931,63262,55544,7830,1043.36,0.35,678.19,14.096932161889672,18.784387152527724,0.13325159642401022,4
6988,2020-11-6-0,Format3,480,70,33600,Inter223,Web,Mobile,Video,1100561,606718,587512,2072,1043.42,0.35,678.22,0.3526736475169869,1.7759977668541238,0.5035810810810811,0
6989,2020-10-8-14,Format3,480,70,33600,Inter224,Web,Desktop,Video,1110436,542945,522926,2727,1043.88,0.35,678.52,0.5214887001220058,1.9962289119301777,0.3827942794279428,0
6990,2020-10-2-22,Format3,480,70,33600,Inter226,Web,Mobile,Video,3678555,991632,916531,5818,1044.28,0.35,678.78,0.6347848572497821,1.1393831741643217,0.17949123410106566,0
